trippoint_id,point_timestamp,latitude,longitude,category,speed,speed_limit,bearing,trip_id
5499464892,2015-01-06 16:14:45,41.973354,12.547591,5,54.0,20.0,46.0,1163808747
5572115998,2015-01-20 11:41:46,41.973433,12.547633,1,48.0,20.0,26.0,1179184158
5568868920,2015-01-19 17:26:07,41.973416,12.54755,5,114.0,20.0,300.0,1178215646
5524168450,2015-01-11 11:16:48,41.973383,12.5476,5,54.0,20.0,42.0,1169512462
5496571918,2015-01-05 11:13:35,41.973366,12.5476,5,50.0,20.0,40.0,1161563597
5616837635,2015-01-28 14:22:03,41.973433,12.547616,1,114.0,20.0,300.0,1189281337
5521292520,2015-01-10 16:22:52,41.97335,12.54755,1,82.0,20.0,120.0,1167302231
5532491646,2015-01-13 05:55:58,41.973398,12.547631,5,64.0,20.0,44.0,1170522589
5581538114,2015-01-22 06:48:38,41.973409,12.54764,5,62.0,20.0,44.0,1181170607
5490529182,2015-01-03 19:21:51,41.973425,12.547628,5,52.0,20.0,38.0,1160226323
5623416717,2015-01-29 12:14:48,41.97335,12.547583,5,104.0,20.0,120.0,1190799628
5495044721,2015-01-04 19:51:57,41.973383,12.547633,5,54.0,20.0,40.0,1161224081
5560283668,2015-01-17 20:10:11,41.973366,12.547633,5,56.0,20.0,44.0,1176315639
5609782062,2015-01-27 08:48:55,41.973383,12.547633,5,56.0,20.0,118.0,1187609786
5592894860,2015-01-23 12:45:39,41.97335,12.547583,5,60.0,20.0,42.0,1183781034
5639080491,2015-01-31 14:42:55,41.9734,12.547583,5,126.0,20.0,120.0,1194330809
5578216613,2015-01-21 13:03:09,41.973433,12.547616,1,44.0,20.0,34.0,1181690395
5482917905,2015-01-03 09:09:20,41.973366,12.5476,5,54.0,20.0,50.0,1159295590
5513983869,2015-01-09 05:40:18,41.973383,12.547583,5,66.0,20.0,44.0,1165581977
5518578555,2015-01-10 08:57:14,41.97335,12.547633,5,60.0,20.0,54.0,1167586639
5642293911,2015-01-31 11:03:17,41.97335,12.54755,1,112.0,20.0,120.0,1195093005
5489984885,2015-01-04 16:52:52,41.973366,12.54755,1,118.0,20.0,120.0,1160335250
5539406126,2015-01-14 08:46:22,41.973416,12.547616,5,108.0,20.0,300.0,1171789408
5493444555,2015-01-05 10:26:03,41.973366,12.54755,1,116.0,20.0,120.0,1160868729
4534907782,2014-07-11 15:51:49,41.973361,12.547627,5,54.0,20.0,50.0,953408337
4632276184,2014-07-29 07:20:07,41.973416,12.547616,5,124.0,20.0,300.0,971256895
4596691503,2014-07-22 12:02:41,41.973383,12.547616,5,122.0,20.0,120.0,963884286
4609659274,2014-07-25 12:49:48,41.973366,12.547566,5,126.0,20.0,120.0,966768307
4585276963,2014-07-21 06:13:46,41.973365,12.547602,5,106.0,20.0,120.0,961607170
4609430670,2014-07-25 04:00:47,41.973433,12.547566,1,110.0,20.0,300.0,966644105
4572448131,2014-07-18 15:32:47,41.973366,12.547616,5,50.0,20.0,44.0,958959114
4569908625,2014-07-18 05:47:09,41.973416,12.547629,5,100.0,20.0,300.0,958435134
4533376851,2014-07-10 16:47:41,41.97335,12.547566,5,52.0,20.0,46.0,950848473
4637645226,2014-07-30 15:55:46,41.97335,12.5476,5,138.0,20.0,120.0,972965371
4605800869,2014-07-24 10:15:36,41.97335,12.547566,5,138.0,20.0,120.0,965877302
4539602690,2014-07-12 08:14:04,41.973366,12.547616,5,146.0,20.0,120.0,952152661
4575285790,2014-07-19 06:32:05,41.97335,12.547616,5,50.0,20.0,44.0,959532622
4504288935,2014-07-05 23:43:03,41.9734,12.54755,5,124.0,20.0,120.0,946548675
4500543499,2014-07-04 16:55:23,41.973422,12.547552,5,130.0,20.0,120.0,943993934
4633960081,2014-07-29 10:13:44,41.973416,12.547633,5,56.0,20.0,42.0,971614323
4483783778,2014-07-02 09:04:19,41.973368,12.547602,5,124.0,20.0,120.0,941465316
4607854379,2014-07-25 03:13:51,41.973366,12.5476,5,46.0,20.0,44.0,966291289
4487907070,2014-07-03 04:40:46,41.973416,12.547633,5,54.0,20.0,44.0,941256609
4522639793,2014-07-09 04:34:31,41.973383,12.547583,5,64.0,20.0,46.0,948531225
4531613547,2014-07-10 17:17:24,41.973433,12.5476,1,110.0,20.0,300.0,950448894
4528351906,2014-07-10 13:20:21,41.973368,12.5476,5,122.0,20.0,120.0,949814808
4522244513,2014-07-09 11:05:17,41.973383,12.547633,5,46.0,20.0,42.0,948462243
4570474733,2014-07-18 09:05:08,41.973433,12.5476,1,110.0,20.0,300.0,958571028
6306847880,2015-05-26 14:53:41,41.973383,12.54755,5,94.0,20.0,120.0,1345385519
6193287403,2015-05-08 10:48:25,41.97335,12.54755,1,92.0,20.0,120.0,1320778824
6254563610,2015-05-18 10:55:19,41.973383,12.547566,5,152.0,20.0,120.0,1333474589
6269044397,2015-05-20 06:40:15,41.973383,12.5476,5,92.0,20.0,120.0,1336797044
6257782017,2015-05-19 05:14:22,41.973416,12.547616,5,98.0,20.0,300.0,1334467955
6251548712,2015-05-18 05:05:58,41.973383,12.547633,5,116.0,20.0,300.0,1332777485
6198199746,2015-05-08 15:23:02,41.973383,12.547583,5,40.0,20.0,36.0,1320712989
6222079701,2015-05-12 10:55:12,41.973383,12.547616,5,68.0,20.0,40.0,1326094906
6334901308,2015-05-31 11:34:27,41.97335,12.547583,5,92.0,20.0,120.0,1352030279
6251031973,2015-05-17 21:14:31,41.97335,12.547566,5,112.0,20.0,120.0,1333870266
6299474491,2015-05-25 05:17:42,41.973366,12.547583,5,124.0,20.0,120.0,1343671792
6313510364,2015-05-27 12:31:07,41.973441,12.547585,1,102.0,20.0,300.0,1346939863
6204920530,2015-05-10 08:59:53,41.973383,12.5476,5,58.0,20.0,44.0,1322260927
6320135087,2015-05-29 05:48:17,41.973365,12.547624,5,66.0,20.0,50.0,1348466684
6312012200,2015-05-26 21:31:31,41.973368,12.547649,5,68.0,20.0,46.0,1346584877
6301903625,2015-05-26 08:44:58,41.973416,12.547633,5,130.0,20.0,302.0,1344880022
6199611216,2015-05-09 10:45:35,41.973366,12.54755,1,118.0,20.0,120.0,1321479479
6299287179,2015-05-23 15:06:37,41.973372,12.547581,5,48.0,20.0,40.0,1343634401
6224372533,2015-05-13 06:47:17,41.973387,12.547569,5,110.0,20.0,300.0,1326636724
6286978026,2015-05-23 13:34:39,41.97335,12.547633,5,68.0,20.0,46.0,1340963423
6181260043,2015-05-06 13:08:10,41.973383,12.547566,5,120.0,20.0,120.0,1316772975
6223441737,2015-05-13 10:16:52,41.973354,12.547584,5,40.0,20.0,50.0,1326719922
6537348017,2015-06-28 09:46:57,41.973366,12.54755,1,128.0,130.0,120.0,1395538610
6361871446,2015-06-04 18:16:50,41.9734,12.54755,5,112.0,20.0,120.0,1357461668
6451704698,2015-06-19 07:24:36,41.97335,12.5476,5,114.0,20.0,120.0,1377261318
6521888218,2015-06-30 14:26:32,41.973383,12.5476,5,122.0,20.0,120.0,1392179411
6398860387,2015-06-10 16:24:03,41.973433,12.547583,1,140.0,20.0,300.0,1365634138
6392241539,2015-06-08 16:49:55,41.973366,12.547616,5,50.0,20.0,50.0,1364123660
6416102911,2015-06-13 14:12:21,41.973383,12.547616,5,54.0,20.0,42.0,1372696891
6459318151,2015-06-20 13:00:08,41.97335,12.547566,5,50.0,20.0,42.0,1379605251
6343487865,2015-06-01 11:44:36,41.9734,12.547583,5,140.0,20.0,120.0,1353566601
6517231552,2015-06-29 12:00:35,41.973366,12.547616,5,150.0,20.0,120.0,1391142880
6468753423,2015-06-18 16:09:12,41.973366,12.5476,5,58.0,20.0,42.0,1380796181
6388522097,2015-06-07 23:06:36,41.973433,12.547566,1,118.0,20.0,300.0,1363281574
6423915142,2015-06-14 22:24:46,41.973383,12.547633,5,56.0,20.0,48.0,1371022381
6367196886,2015-06-05 15:27:29,41.9734,12.547566,5,74.0,20.0,120.0,1358682162
6475411956,2015-06-22 17:44:53,41.973416,12.547633,5,44.0,20.0,34.0,1382253238
6400229713,2015-06-10 16:23:08,41.9734,12.547633,5,86.0,20.0,300.0,1365938075
6487304195,2015-06-25 06:12:09,41.973383,12.547616,5,114.0,20.0,120.0,1384901218
6423037341,2015-06-14 18:36:42,41.973416,12.547616,5,114.0,20.0,300.0,1377876161
6366768633,2015-06-05 14:51:58,41.97335,12.5476,5,52.0,20.0,120.0,1360928878
6445152022,2015-06-18 09:39:31,41.97335,12.547566,5,136.0,20.0,120.0,1375766828
6468780324,2015-06-22 06:09:28,41.973383,12.547633,5,104.0,20.0,120.0,1380808169
6349210692,2015-06-02 18:18:49,41.973366,12.54755,1,130.0,20.0,120.0,1354644770
6407020671,2015-06-11 14:55:19,41.973433,12.5476,1,102.0,20.0,300.0,1367470340
