trippoint_id,point_timestamp,latitude,longitude,category,speed,speed_limit,bearing,trip_id
6052945641,2015-04-15 07:59:25,41.973433,12.547616,1,62.0,20.0,38.0,1288179850
6036922919,2015-04-12 14:08:59,41.97335,12.547616,5,62.0,20.0,54.0,1284552143
6028308964,2015-04-10 20:13:29,41.973416,12.547633,5,88.0,20.0,300.0,1282654881
6134653454,2015-04-28 06:37:22,41.9734,12.547633,5,112.0,20.0,300.0,1306567864
6134518010,2015-04-28 06:39:23,41.973433,12.5476,1,112.0,20.0,300.0,1306536547
6083403904,2015-04-20 07:27:24,41.973383,12.54755,5,112.0,20.0,120.0,1295057620
6018412134,2015-04-09 13:34:04,41.973383,12.547633,5,114.0,20.0,300.0,1281391742
5979085223,2015-04-02 16:41:58,41.97335,12.54755,1,52.0,20.0,34.0,1272790192
6062744266,2015-04-16 17:49:47,41.9734,12.547616,5,56.0,20.0,44.0,1291565894
5999754792,2015-04-06 13:05:38,41.973383,12.5476,5,122.0,20.0,120.0,1277781028
6142102518,2015-04-30 03:42:57,41.97335,12.547566,5,84.0,20.0,120.0,1308338410
6142772259,2015-04-29 20:39:40,41.973383,12.547616,5,74.0,20.0,44.0,1308488580
5997429070,2015-04-05 19:44:08,41.973377,12.547623,5,126.0,20.0,300.0,1276049260
5536718374,2015-01-13 17:17:13,41.9734,12.547583,5,98.0,20.0,120.0,1170877621
5590592844,2015-01-23 16:12:38,41.97335,12.547583,5,92.0,20.0,120.0,1183264133
5509939968,2015-01-08 07:20:57,41.973366,12.54755,1,50.0,20.0,40.0,1164612665
5525174554,2015-01-08 17:58:41,41.973416,12.547616,5,50.0,20.0,38.0,1168156744
5544014532,2015-01-15 06:54:53,41.973416,12.547616,5,106.0,20.0,300.0,1172738107
5577490439,2015-01-21 10:54:14,41.973383,12.5476,5,116.0,20.0,120.0,1180232893
5541693796,2015-01-14 15:54:19,41.97335,12.547583,5,92.0,20.0,120.0,1171986661
